binomial,latitude,area,order,family,ebird_name,treelabels,clumin,clumax,bodmin,bodmax,is,migratory,mode,land,clu_geom,mass_geom
Alcedo euryzona,-7.298437226293658,123367894909.692,Coraciiformes,Alcedinidae,Alcedo_euryzona,Alcedo_euryzona,3,5,38.7,48.5,N,NA,altricial,land,3.872983346207417,43.32378099843087
Alcedo meninting,10.67461561945535,3612894208972.99,Coraciiformes,Alcedinidae,Alcedo_meninting,Alcedo_meninting,3,7,16,31,N,NA,altricial,land,4.58257569495584,22.271057451320083
Alcedo quadribrachys,1.572982448753237,4663842728372.06,Coraciiformes,Alcedinidae,Alcedo_quadribrachys,Alcedo_quadribrachys,4,6,32,40,N,NA,altricial,land,4.898979485566356,35.77708763999664
Alcedo semitorquata,-13.976055604054103,3459314694030.75,Coraciiformes,Alcedinidae,Alcedo_semitorquata,Alcedo_semitorquata,2,6,35,40,N,NA,altricial,land,3.464101615137755,37.41657386773941
Alcippe morrisonia,25.80639547387921,3097069494130.48,Passeriformes,Leiothrichidae,Alcippe_morrisonia,Alcippe_morrisonia,2,4,12,19,Y,NA,altricial,land,2.82842712474619,15.099668870541494
Alcippe poioicephala,20.22976250441871,2017688350405.66,Passeriformes,Leiothrichidae,Alcippe_poioicephala,Alcippe_poioicephala,2,3,17,23,N,NA,altricial,land,2.449489742783178,19.77371993328519
Aleadryas rufinucha,-5.147106844471785,150640349059.119,Passeriformes,Oreoicidae,Aleadryas_rufinucha,Aleadryas_rufinucha,2,2,38,42,Y,NA,altricial,land,2,39.94996871087635
Alectoris barbara,32.20329142754437,1357239933416.8,Galliformes,Phasianidae,Alectoris_barbara,Alectoris_barbara,6,27,376,461,N,NA,precocial,land,12.727922061357853,416.3364024439852
Alectoris chukar,39.84433637537008,10332687113189.5,Galliformes,Phasianidae,Alectoris_chukar,Alectoris_chukar,6,19,367,765,N,NA,precocial,land,10.677078252031308,529.8631898896168
Alectoris graeca,42.971024806102776,533835268101.632,Galliformes,Phasianidae,Alectoris_graeca,Alectoris_graeca,6,21,410,850,N,NA,precocial,land,11.224972160321824,590.3388857258182
Alectoris magna,36.71888702211928,624646347899.138,Galliformes,Phasianidae,Alectoris_magna,Alectoris_magna,7,20,442,710,N,NA,precocial,land,11.832159566199229,560.1963941333435
Alectoris melanocephala,17.287211310108454,350573335483.299,Galliformes,Phasianidae,Alectoris_melanocephala,Alectoris_melanocephala,5,11,522,724,N,NA,precocial,land,7.416198487095664,614.7584891646472
Alectoris philbyi,17.86952821027696,80634577558.7817,Galliformes,Phasianidae,Alectoris_philbyi,Alectoris_philbyi,8,10,441,441,N,NA,precocial,land,8.944271909999157,441
Alectoris rufa,42.568718280697766,949510458015.362,Galliformes,Phasianidae,Alectoris_rufa,Alectoris_rufa,7,28,391,547,N,NA,precocial,land,13.999999999999996,462.46837729730237
Alectura lathami,-22.78339695561,638247860785.875,Galliformes,Megapodiidae,Alectura_lathami,Alectura_lathami,12,58,1980,2950,N,NA,precocial,land,26.381811916545843,2416.8160873347397
Alethe diademata,7.0921982940134844,444918418943.347,Passeriformes,Muscicapidae,Alethe_diademata,Alethe_diademata,2,3,31,35,N,NA,altricial,land,2.449489742783178,32.939338184001215
Alexandrinus eques,-20.424531586744056,60447302.8617911,Psittaciformes,Psittaculidae,Psittacula_eques,Psittacula_eques,2,4,167,193,Y,NA,altricial,land,2.82842712474619,179.5299417924486
Alexandrinus krameri,17.188708542073748,7681134363870.67,Psittaciformes,Psittaculidae,Psittacula_krameri,Psittacula_krameri,3,6,95,143,N,NA,altricial,land,4.242640687119285,116.55470818461167
Alisterus amboinensis,-1.9035990234540672,142895717901.746,Psittaciformes,Psittaculidae,Alisterus_amboinensis,Alisterus_amboinensis,2,2,145,163,N,NA,altricial,land,2,153.7367880502257
Alisterus scapularis,-29.515335528995095,807998718913.447,Psittaciformes,Psittaculidae,Alisterus_scapularis,Alisterus_scapularis,3,6,209,275,N,NA,altricial,land,4.242640687119285,239.73944189473707
Alle alle,77.82871410275241,11367787659.0632,Charadriiformes,Alcidae,Alle_alle,Alle_alle,1,2,134,204,N,migratory,precocial,sea,1.414213562373095,165.336021483523
Allenia fusca,15.226285167252737,4681448611.60606,Passeriformes,Mimidae,Allenia_fusca,Margarops_fuscus,2,3,53,98,Y,NA,altricial,land,2.449489742783178,72.06941098690903
Alopecoenas beccarii,-5.4268286477465715,167142107358.543,Columbiformes,Columbidae,Alopecoenas_beccarii,Gallicolumba_beccarii,1,1,59,104,Y,NA,altricial,land,1,78.33262411026459
Alophoixus bres,-7.468133404586933,85524516919.3665,Passeriformes,Pycnonotidae,Alophoixus_bres,Alophoixus_bres,2,2,41,52,N,NA,altricial,land,2,46.1735855224608
Alophoixus ochraceus,7.238615639198112,405775352461.904,Passeriformes,Pycnonotidae,Alophoixus_ochraceus,Alophoixus_ochraceus,2,3,35.1,54,N,NA,altricial,land,2.449489742783178,43.53619184081218
Alophoixus pallidus,19.787732855042012,1383627034699.29,Passeriformes,Pycnonotidae,Alophoixus_pallidus,Alophoixus_pallidus,2,3,41,52,N,NA,altricial,land,2.449489742783178,46.1735855224608
Alophoixus phaeocephalus,0.8580315848284882,1347628163335.42,Passeriformes,Pycnonotidae,Alophoixus_phaeocephalus,Alophoixus_phaeocephalus,2,2,23,40,N,NA,altricial,land,2,30.331501776206196
Alopochen aegyptiaca,-2.1775489248377453,17441282067923.6,Anseriformes,Anatidae,Alopochen_aegyptiaca,Alopochen_aegyptiaca,1,22,1460,3010,N,NA,precocial,land,4.69041575982343,2096.3301266737544
Amadina erythrocephala,-24.489259436723383,1625557356494.31,Passeriformes,Estrildidae,Amadina_erythrocephala,Amadina_erythrocephala,4,6,17.5,30,N,NA,altricial,land,4.898979485566356,22.9128784747792
Amadina fasciata,2.746072655833109,3346244044998.09,Passeriformes,Estrildidae,Amadina_fasciata,Amadina_fasciata,5,5,15,32,N,NA,altricial,land,4.999999999999999,21.908902300206645
Amalocichla incerta,-5.219674223453785,161084664074.824,Passeriformes,Petroicidae,Amalocichla_incerta,Amalocichla_incerta,1,1,30,31,Y,NA,altricial,land,1,30.495901363953806
Amandava amandava,20.66312791337352,3557213300199.75,Passeriformes,Estrildidae,Amandava_amandava,Amandava_amandava,4,6,7.2,9.5,N,NA,altricial,land,4.898979485566356,8.270429251254134
Amandava subflava,-6.114680036355217,3377333259946.48,Passeriformes,Estrildidae,Sporaeginthus_subflavus,Amandava_subflava,4,6,5.2,10.9,N,NA,altricial,land,4.898979485566356,7.528612089887485
Amazilia amabilis,6.446203761492142,294406123812.61,Caprimulgiformes,Trochilidae,Amazilia_amabilis,Amazilia_amabilis,2,2,3.8,4.8,N,NA,altricial,land,2,4.2708313008125245
Amazilia amazilia,-6.414277694354099,167190594001.236,Caprimulgiformes,Trochilidae,Amazilia_amazilia,Amazilia_amazilia,2,2,4.5,6.5,N,NA,altricial,land,2,5.408326913195984
Amazilia beryllina,19.8164663918064,607104804057.045,Caprimulgiformes,Trochilidae,Amazilia_beryllina,Amazilia_beryllina,2,2,4,4.4,N,NA,altricial,land,2,4.1952353926806065
Amazilia chionogaster,-16.276790585558874,488801524508.224,Caprimulgiformes,Trochilidae,Amazilia_chionogaster,Amazilia_chionogaster,2,2,4.5,6.7,N,NA,altricial,land,2,5.490901565316938
Amazilia chrysura,-23.12573416401333,3126756655172.74,Caprimulgiformes,Trochilidae,Hylocharis_chrysura,Hylocharis_chrysura,2,2,4,5,N,NA,altricial,land,2,4.472135954999579
Amazilia coeruleogularis,8.792808732099063,86986210004.0377,Caprimulgiformes,Trochilidae,Lepidopyga_coeruleogularis,Lepidopyga_coeruleogularis,2,2,3.9,4.3,N,NA,altricial,land,2,4.095119045888653
Amazilia eliciae,13.20628344767485,303390356591.111,Caprimulgiformes,Trochilidae,Hylocharis_eliciae,Hylocharis_eliciae,2,2,3.6,3.6,N,NA,altricial,land,2,3.5999999999999996
Amazilia eliciae,13.20628344767485,303390356591.111,Caprimulgiformes,Trochilidae,Hylocharis_sapphirina,Hylocharis_sapphirina,2,2,3.9,4.5,N,NA,altricial,land,2,4.189272013130683
Amazilia fimbriata,-6.779159090787748,10724626597989.5,Caprimulgiformes,Trochilidae,Amazilia_fimbriata,Amazilia_fimbriata,2,2,3.5,6.2,N,NA,altricial,land,2,4.658325879540846
Amazilia franciae,-0.3901045356762915,247257854714.392,Caprimulgiformes,Trochilidae,Amazilia_franciae,Amazilia_franciae,2,2,5.3,5.6,N,NA,altricial,land,2,5.447935388750493
Amazilia julie,6.069705211387486,287744758597.861,Caprimulgiformes,Trochilidae,Juliamyia_julie,Damophila_julie,2,2,3,3.4,N,NA,altricial,land,2,3.1937438845342627
Amazilia lactea,-16.72698683502393,1649008512717.06,Caprimulgiformes,Trochilidae,Amazilia_lactea,Amazilia_lactea,2,2,3.6,5,N,NA,altricial,land,2,4.242640687119285
Amazilia oenone,-4.429125695177107,1335621685499.12,Caprimulgiformes,Trochilidae,Chrysuronia_oenone,Chrysuronia_oenone,2,2,4.3,6.3,N,NA,altricial,land,2,5.204805471869241
Amazilia rosenbergi,3.7641492179521023,65436257434.6726,Caprimulgiformes,Trochilidae,Amazilia_rosenbergi,Amazilia_rosenbergi,2,2,3.5,4,N,NA,altricial,land,2,3.7416573867739418
Amazilia rutila,17.207917399315345,393836628352.53,Caprimulgiformes,Trochilidae,Amazilia_rutila,Amazilia_rutila,2,2,3.3,6.1,N,NA,altricial,land,2,4.486646854834912
Amazilia sapphirina,-4.839232724951832,3910592289724.27,Caprimulgiformes,Trochilidae,Hylocharis_cyanus,Hylocharis_cyanus,2,2,2.8,3.5,N,NA,altricial,land,2,3.130495168499706
Amazilia tobaci,8.145160448637663,433681916791.138,Caprimulgiformes,Trochilidae,Amazilia_tobaci,Amazilia_tobaci,2,2,3.5,4.7,N,NA,altricial,land,2,4.05585995813465
Amazilia tzacatl,10.694202803139229,1012778154110.21,Caprimulgiformes,Trochilidae,Amazilia_tzacatl,Amazilia_tzacatl,2,2,4.7,5.4,N,NA,altricial,land,2,5.037856687124001
Amazilia versicolor,-10.92755735838036,5106069440477.21,Caprimulgiformes,Trochilidae,Amazilia_versicolor,Amazilia_versicolor,2,2,3.2,4,N,NA,altricial,land,2,3.5777087639996634
Amazilia viridicauda,-11.92911770297369,28878126331.8889,Caprimulgiformes,Trochilidae,Amazilia_viridicauda,Amazilia_viridicauda,2,2,5.5,6,N,NA,altricial,land,2,5.744562646538029
Amazilia viridigaster,6.238556800736787,42935581585.1956,Caprimulgiformes,Trochilidae,Amazilia_viridigaster,Amazilia_viridigaster,2,2,3.5,3.9,N,NA,altricial,land,2,3.694590640382233
Amazilia yucatanensis,20.352775190837747,391336135636.179,Caprimulgiformes,Trochilidae,Amazilia_yucatanensis,Amazilia_yucatanensis,2,2,4.2,5.8,N,NA,altricial,land,2,4.935585071701226
Amazona aestiva,-17.008854145849234,5852695453793.08,Psittaciformes,Psittacidae,Amazona_aestiva,Amazona_aestiva,1,5,400,400,N,NA,altricial,land,2.23606797749979,399.9999999999999
Amazona agilis,18.236528471159012,2594349918.51017,Psittaciformes,Psittacidae,Amazona_agilis,Amazona_agilis,4,4,178,220,Y,NA,altricial,land,4,197.8888576954247
Amazona albifrons,17.95359513087398,541732151985.086,Psittaciformes,Psittacidae,Amazona_albifrons,Amazona_albifrons,3,5,176,242,N,NA,altricial,land,3.872983346207417,206.37829343223098
Amazona amazonica,-5.020890920681355,7354783262856.57,Psittaciformes,Psittacidae,Amazona_amazonica,Amazona_amazonica,2,5,298,469,N,NA,altricial,land,3.162277660168379,373.84756251713077
Amazona autumnalis,12.98891567624011,894905106725.635,Psittaciformes,Psittacidae,Amazona_autumnalis,Amazona_autumnalis,3,4,314,485,N,NA,altricial,land,3.464101615137755,390.24351371931874
Amazona dufresniana,3.576241969028416,544318462757.712,Psittaciformes,Psittacidae,Amazona_dufresniana,Amazona_dufresniana,3,3,481,615,N,NA,altricial,land,3.0000000000000004,543.8887753943811
Amazona farinosa,-3.636418434600135,6775882307267.29,Psittaciformes,Psittacidae,Amazona_farinosa,Amazona_farinosa,3,3,535,766,N,NA,altricial,land,3.0000000000000004,640.1640414768704
Amazona finschi,22.35008091241641,110769483452.521,Psittaciformes,Psittacidae,Amazona_finschi,Amazona_finschi,1,4,280,327,N,NA,altricial,land,2,302.588829932633
Amazona guildingii,13.252067869813173,43099184.6327283,Psittaciformes,Psittacidae,Amazona_guildingii,Amazona_guildingii,2,2,485,880,Y,NA,altricial,land,2,653.2993188424432
Amazona leucocephala,21.62773491724336,29732850182.2613,Psittaciformes,Psittacidae,Amazona_leucocephala,Amazona_leucocephala,2,6,180,320,Y,NA,altricial,land,3.464101615137755,239.99999999999997
Amazona ochrocephala,-1.7976383835685144,6616795066393.58,Psittaciformes,Psittacidae,Amazona_ochrocephala,Amazona_ochrocephala,2,4,340,535,N,NA,altricial,land,2.82842712474619,426.4973622427225
Amazona oratrix,18.323990557413996,46909129597.5723,Psittaciformes,Psittacidae,Amazona_oratrix,Amazona_oratrix,2,3,517,517,N,NA,altricial,land,2.449489742783178,517
Amazona tucumana,-23.000775542598547,69208164264.8909,Psittaciformes,Psittacidae,Amazona_tucumana,Amazona_tucumana,1,5,250,280,N,NA,altricial,land,2.23606797749979,264.57513110645897
Amazona ventralis,18.678990396944886,6838677009.26329,Psittaciformes,Psittacidae,Amazona_ventralis,Amazona_ventralis,2,4,214,214,Y,NA,altricial,land,2.82842712474619,213.99999999999994
Amazona versicolor,13.876822998571994,142217220.770231,Psittaciformes,Psittacidae,Amazona_versicolor,Amazona_versicolor,2,2,505,1000,Y,NA,altricial,land,2,710.6335201775948
Amazona viridigenalis,22.345518487774445,7846496227.40231,Psittaciformes,Psittacidae,Amazona_viridigenalis,Amazona_viridigenalis,2,5,293,345,N,NA,altricial,land,3.162277660168379,317.9386733318235
Amazona vittata,18.28831546054241,154626013.122747,Psittaciformes,Psittacidae,Amazona_vittata,Amazona_vittata,2,4,250,312,Y,NA,altricial,land,2.82842712474619,279.28480087537866
Amazonetta brasiliensis,-14.66484128658527,8728761814226.02,Anseriformes,Anatidae,Amazonetta_brasiliensis,Amazonetta_brasiliensis,6,11,350,623,N,NA,precocial,land,8.124038404635959,466.95824224442134
Amblycercus holosericeus,8.515412437336416,1143975908342.27,Passeriformes,Icteridae,Amblycercus_holosericeus,Amblycercus_holosericeus,2,2,47.3,68.6,N,NA,altricial,land,2,56.962970428164994
Amblyornis inornata,-1.424014955827807,15906850517.2062,Passeriformes,Ptilonorhynchidae,Amblyornis_inornata,Amblyornis_inornata,1,1,105,155,Y,NA,altricial,land,1,127.57350822173079
Amblyornis macgregoriae,-5.395672536972005,139562121608.283,Passeriformes,Ptilonorhynchidae,Amblyornis_macgregoriae,Amblyornis_macgregoriae,1,1,100,145,Y,NA,altricial,land,1,120.41594578792296
Amblyospiza albifrons,-6.62449875919889,3494531382140.25,Passeriformes,Ploceidae,Amblyospiza_albifrons,Amblyospiza_albifrons,3,3,34,57,N,NA,altricial,land,3.0000000000000004,44.022721406110286
Amblyramphus holosericeus,-26.599134429623568,1578669599745.69,Passeriformes,Icteridae,Amblyramphus_holosericeus,Amblyramphus_holosericeus,3,4,75,86,N,NA,altricial,land,3.464101615137755,80.31189202104503
Ammodramus aurifrons,-3.986597451543756,3864022230384.25,Passeriformes,Passerelidae,Ammodramus_aurifrons,Ammodramus_aurifrons,2,3,14.5,19,N,NA,altricial,land,2.449489742783178,16.598192672697834
Ammodramus humeralis,-16.414956783435887,9102964813408.3,Passeriformes,Passerelidae,Ammodramus_humeralis,Ammodramus_humeralis,3,4,13,19,N,NA,altricial,land,3.464101615137755,15.716233645501706
Ammodramus savannarum,40.310432065533334,5229004045067.43,Passeriformes,Passerelidae,Ammodramus_savannarum,Ammodramus_savannarum,3,6,14.5,20,N,migratory,altricial,land,4.242640687119285,17.0293863659264
Ammomanes cinctura,26.681719292380297,7014581310029.33,Passeriformes,Alaudidae,Ammomanes_cinctura,Ammomanes_cinctura,2,4,14,23,N,NA,altricial,land,2.82842712474619,17.944358444926362
Ammomanes phoenicura,20.8463898198352,1823940292973.87,Passeriformes,Alaudidae,Ammomanes_phoenicura,Ammomanes_phoenicura,2,4,23,28,N,migratory,altricial,land,2.82842712474619,25.377155080899044
Ammomanopsis grayi,-21.53242671365167,183909607078.101,Passeriformes,Alaudidae,Ammomanopsis_grayi,Ammomanes_grayi,2,3,17,27,N,NA,altricial,land,2.449489742783178,21.424285285628553
Ammoperdix heyi,23.783374618885116,1661320997473.77,Galliformes,Phasianidae,Ammoperdix_heyi,Ammoperdix_heyi,5,14,180,200,N,NA,precocial,land,8.366600265340754,189.73665961010263
Ammospiza caudacuta,39.39559346066141,64642660389.5173,Passeriformes,Passerelidae,Ammospiza_caudacuta,Ammodramus_caudacutus,3,6,15.4,24.1,N,migratory,altricial,land,4.242640687119285,19.26499416039361
Ammospiza leconteii,52.9896231079879,2867438301072.19,Passeriformes,Passerelidae,Ammospiza_leconteii,Ammodramus_leconteii,2,5,12,16.3,N,migratory,altricial,land,3.162277660168379,13.985706989637672
Ammospiza maritima,33.18597284672473,173677082896.879,Passeriformes,Passerelidae,Ammospiza_maritima,Ammodramus_maritimus,2,5,18.9,28.7,N,migratory,altricial,land,3.162277660168379,23.290126663459777
Ampeliceps coronatus,17.553388974444783,1370595539481.06,Passeriformes,Sturnidae,Ampeliceps_coronatus,Ampeliceps_coronatus,3,4,78,99,N,NA,altricial,land,3.464101615137755,87.87491109526086
Ampelion rufaxilla,-6.315282859475638,79754202680.0213,Passeriformes,Cotingidae,Ampelion_rufaxilla,Ampelion_rufaxilla,1,1,69,77,N,NA,altricial,land,1,72.89032857656774
Amphispiza bilineata,32.400768449540884,2446948100007.72,Passeriformes,Passerelidae,Amphispiza_bilineata,Amphispiza_bilineata,2,5,11,15,N,migratory,altricial,land,3.162277660168379,12.845232578665133
Amphispiza quinquestriata,27.481982109636174,151617216174.443,Passeriformes,Passerelidae,Amphispiza_quinquestriata,Aimophila_quinquestriata,3,4,20.3,20.3,N,NA,altricial,land,3.464101615137755,20.3
Amytornis ballarae,-20.360873786563527,58307820016.6042,Passeriformes,Maluridae,Amytornis_ballarae,Amytornis_ballarae,1,3,20,25,N,NA,altricial,land,1.7320508075688774,22.360679774997894
Amytornis barbatus,-26.878650554498915,55946509423.2013,Passeriformes,Maluridae,Amytornis_barbatus,Amytornis_barbatus,2,3,15,22,N,NA,altricial,land,2.449489742783178,18.165902124584957
Amytornis dorotheae,-19.324659801925257,74551914509.9268,Passeriformes,Maluridae,Amytornis_dorotheae,Amytornis_dorotheae,2,3,21,25,N,NA,altricial,land,2.449489742783178,22.9128784747792
Amytornis goyderi,-26.00086079816944,227659690138.146,Passeriformes,Maluridae,Amytornis_goyderi,Amytornis_goyderi,2,3,15,19,N,NA,altricial,land,2.449489742783178,16.881943016134134
Amytornis housei,-15.845560598078515,32292766567.7244,Passeriformes,Maluridae,Amytornis_housei,Amytornis_housei,1,2,29,35,N,NA,altricial,land,1.414213562373095,31.85906464414798
Amytornis purnelli,-23.55404841025204,653027467513.662,Passeriformes,Maluridae,Amytornis_purnelli,Amytornis_purnelli,2,3,18,25,N,NA,altricial,land,2.449489742783178,21.213203435596416
Amytornis striatus,-25.797924674985516,911755091463.735,Passeriformes,Maluridae,Amytornis_striatus,Amytornis_striatus,2,3,15,23,N,NA,altricial,land,2.449489742783178,18.574175621006713
Amytornis textilis,-30.528210428413463,107695640809.596,Passeriformes,Maluridae,Amytornis_textilis,Amytornis_textilis,2,2,19.6,27.6,N,NA,altricial,land,2,23.258546816170615
Amytornis woodwardi,-12.981738034697912,5520040985.7534,Passeriformes,Maluridae,Amytornis_woodwardi,Amytornis_woodwardi,2,2,29,35,N,NA,altricial,land,2,31.85906464414798
Anabacerthia striaticollis,-1.545373934821891,335322020801.199,Passeriformes,Furnariidae,Anabacerthia_striaticollis,Anabacerthia_striaticollis,2,2,22,28,N,NA,altricial,land,2,24.81934729198172
Anairetes flavirostris,-28.24486562728982,1522517293295.96,Passeriformes,Tyrannidae,Anairetes_flavirostris,Anairetes_flavirostris,2,3,6,7,N,NA,altricial,land,2.449489742783178,6.4807406984078595
Anairetes parulus,-35.41082263134688,2611494154751.2,Passeriformes,Tyrannidae,Anairetes_parulus,Anairetes_parulus,2,2,6.2,6.2,N,NA,altricial,land,2,6.200000000000001
